ADDRESS,LON,LAT
"GREENSBORO, AL, USA",-87.5958396,32.7045753
"RACINE, MS, USA",-87.789675,42.745932
"TOLEDO, OH, USA",-83.555212,41.6639383
"ASHBURY, NJ, USA",-74.0120817,40.2203907
"CASEY, AL, USA",-86.9433199,32.329305
"RUTHERFORD, NJ, USA",-74.1068091,40.826489
"WATERBURY, CT, USA",-73.0514965,41.5581525
"JONESBORO, LA, USA",-92.7159853,32.2412672
"BELOIT, WI, USA",-89.0317765,42.5083482
"SPRINGFIELD, IL, USA",-89.6501481,39.7817213
"KINGSTON, NY, USA",-73.9973608,41.9270367
"UNION, NJ, USA",-74.2631635,40.6975898
"STORRS, CT, USA",-72.2495231,41.8084314
"SHAW, MS, USA",-90.7737075,33.6017815
"HEMMINGWAY, SC, USA",-79.4475566,33.7537774
"NORTH FIELD, MN, USA",-93.161604,44.4582983
"BOGALUSA, LA, USA",-89.8486858,30.7910204
"WESTFIELD, NJ, USA",-74.3473717,40.6589912
"GRETNA, LA, USA",-90.0539603,29.9146493
"CALDWELL, NJ, USA",-74.2765366,40.8398218
"STONEWALL, TX, USA",-98.6644769,30.2360359
"DEMOPOLIS, AL, USA",-87.836402,32.5176361
"GREENVILLE, TN, USA",-82.8309861,36.1631574
"OXFORD, AL, USA",-85.8349648,33.6142714
"ABILENE, TX, USA",-99.7331439,32.4487364
"BLAINE, WA, USA",-122.7471191,48.993723
"BERGENFIELD, NJ, USA",-73.9973608,40.9275987
"CRAWFORDVILLE, GA, USA",-82.8959785,33.5540209
"FANIN, MS, USA",-90.0367512,32.6126381
"LEBANON, OH, USA",-84.2029922,39.4353373
"LELAND, MS, USA",-90.8976007,33.4053949
"EAST VIEW, NY, USA",-73.8293008,41.0814854
"ASTORIA, OR, USA",-123.8312534,46.1878841
"VALLEY STREAM, NY, USA",-73.7084645,40.6642699
"DENVER, CO, USA",-104.990251,39.7392358
"CORDELE, GA, USA",-83.7823938,31.9635074
"BOGALSUA, LA, USA",-89.8486858,30.7910204
"EUTAW, AL, USA",-87.8875145,32.8406848
"NEWTON, GA, USA",-83.8473015,33.5544296
"HUNTSVILLE, TX, USA",-95.5507771,30.7235263
"PATTERSON, NY, USA",-73.6048288,41.513264
"ELY, MN, USA",-91.8670873,47.9032372
"DANBURY, CT, USA",-73.4540111,41.394817
"WINNETKA, IL, USA",-87.735895,42.1080834
"MINDEN, LA, USA",-93.2868354,32.6154278
"SAN BERNADINO, CA, USA",-117.2897652,34.1083449
"ANGOLA, LA, USA",-91.5697646,30.9484024
"SODUS, NY, USA",-77.0334179,43.2236974
"SLIDELL, LA, USA",-89.7811745,30.2751945
"ALLENDALE, SC, USA",-81.3084405,33.0079345
"SOUTH CHARLESTON, WV, USA",-81.6998865,38.3685523
"BEAR, DE, USA",-75.6582628,39.6292788
"COLUMBIA, MS, USA",-89.8354283,31.2524566
"SUSSEX, VA, USA",-77.2405153,36.9058167
"DUBLIN, GA, USA",-82.903754,32.5404447
"PALO ALTO, CA, USA",-122.1430195,37.4418834
"OPELIKA, AL, USA",-85.3782795,32.6454116
"PLYMOUTH, NC, USA",-76.7485555,35.8668281
"AMHERST, VA, USA",-79.0514134,37.5851412
"ABERDEEN, MS, USA",-88.5436553,33.8251139
"FLORENCE, MS, USA",-90.1311971,32.1534836
"FOREST, MS, USA",-89.4742348,32.3645888
"BOSTON, MS, USA",-71.0588801,42.3600825
"ALLENTOWN, PA, USA",-75.4901833,40.6084305
"LAKEWOOD, NJ, USA",-74.2097014,40.082129
"BOULDER, CO, USA",-105.2705456,40.0149856
"SALEM, OR, USA",-123.0350963,44.9428975
"LANCASTER, PA, USA",-76.3055144,40.0378755
"HEMPSTEAD, NY, USA",-73.6187397,40.7062128
"FORT DIX, NJ, USA",-74.61849,40.0298354
"OLYMPIA, WA, USA",-122.9006951,47.0378741
"LAS CRUCES, NM, USA",-106.7636538,32.3199396
"WASHINGTON, GA, USA",-82.7393089,33.7367948
"LINCOLNTOWN, GA, USA",-82.479018,33.7923477
"KENLY, NC, USA",-78.1241591,35.5962702
"CLARK, NJ, USA",-74.3127631,40.6278031
"HUNTINGTON, WV, USA",-82.445154,38.4192496
"HOUGHTON, MI, USA",-88.5694182,47.1211331
"WAKEFIELD, MA, USA",-71.0723391,42.5039395
"CHESTERTOWN, MA, USA",-76.0690036,39.2188663
"HOLYOKE, MA, USA",-72.6162009,42.2042586
"PISCATAWAY, NJ, USA",-74.4642861,40.554887
"RISING SUN, MD, USA",-76.0627266,39.6978871
"CRANFORD, NJ, USA",-74.2995928,40.6584212
"VICTORIA, VA, USA",-78.22722,36.9948743
"CLIFTON, NJ, USA",-74.1637553,40.8584328
"SAINT GEORGE, SC, USA",-80.5756533,33.1859958
"MANCHESTER, NH, USA",-71.4547891,42.9956397
"JOHNSON, TX, USA",-97.3516558,32.4133566
"FAYETTE, MS, USA",-91.0606607,31.7115534
"WILCOX COUNTY, AL, USA",-87.3413599,32.0105439
"RIDGEFIELD, CT, USA",-73.4975412,41.2840635
"LAFAYETTE, IN, USA",-86.8752869,40.4167022
"NATCHEZ, MI, USA",-91.403171,31.5604442
"LIBERTY ISLAND, NY, USA",-74.0449292,40.6895453
"GREENVILLE, MI, USA",-85.2527987,43.1775314
"KOSCIUSKO, MI, USA",-89.5875764,33.0576295
"SWARTHMORE, PA, USA",-75.3499123,39.9020565
"BRYN MAWR, PA, USA",-75.3151772,40.0230237
"MEADVILLE, PA, USA",-80.1514484,41.6414438
"GRINNEL, IA, USA",-92.7232456,41.7434092
"MADISON, NY, USA",-75.5043761,42.884772
"KINGSTON, RI, USA",-71.5225598,41.4803791
"ELBA, AL, USA",-86.0677243,31.4146108
"PHILADELPHIA, MI, USA",-89.1167275,32.7715227
"COLUMBIA, MO, USA",-92.3340724,38.9517053
"MALVERNE, LA, USA",-118.2824189,34.0440389
"LORMAN, MS, USA",-91.0501057,31.8204396
"AMHERST, MA, USA",-72.5198537,42.3732216
"MIDDLETOWN, CT, USA",-72.6506488,41.5623209
"HERTFORD, NC, USA",-76.4660519,36.1901579
"SELDEN, LA, USA",-118.4051458,34.0692905
"VENICE, CA, USA",-118.4694832,33.9850469
"WOLCOTT, CT, USA",-72.9867718,41.6023196
"CLINTON, CT, USA",-72.5288034,41.2882208
"WICKLIFFE, OH, USA",-81.4534492,41.6053266
"MOUNT VERNON, AL, USA",-88.0133325,31.0851775
"CAPE MAY, NJ, USA",-74.9060053,38.9351125
"PRATTVILLE, AL, USA",-86.4596966,32.4640245
"LINCOLN, NJ, USA",-75.2407407,39.6695584
"DOVER, DE, USA",-75.5243682,39.158168
"FLORENCE, AL, USA",-87.677251,34.79981
"PASADENA, CA, USA",-118.1445155,34.1477849
"PLAINSFIELD, NJ, USA",-74.4073736,40.6337136
"TAOS, NM, USA",-105.5730665,36.4072485
"EAST MEADOW, NY, USA",-73.5590157,40.7139898
"DUARTE, CA, USA",-117.9772873,34.1394513
"CENTRAL ISLIP, NY, USA",-73.2017811,40.7906538
"STANFORD, CA, USA",-122.1660756,37.424106
"LATROBE, PA, USA",-79.3794811,40.3211808
"MILTON, MA, USA",-71.0661653,42.2495321
"FERNDALE, NY, USA",-74.7386296,41.7733087
"REDWOOD CITY, CA, USA",-122.2363548,37.4852152
"NORMAN, OK, USA",-97.4394777,35.2225668
"CONEY ISLAND, NY, USA",-73.9707016,40.5755438
"ROCKAWAY, NY, USA",-73.8114993,40.5867247
"ORCHARD BEACH, NY, USA",-73.7926456,40.8629619
"MILLBROOK, NY, USA",-73.6940175,41.7850937
"COLDWATER, MS, USA",-89.9773124,34.6917684
"WALTHAM, MA, USA",-71.2356113,42.3764852
"HERNANDO, MS, USA",-89.9937018,34.823987
"GRENADA, MS, USA",-89.8084192,33.7690049
"MEDINA, OH, USA",-81.8552196,41.143245
"POMPANO BEACH, FL, USA",-80.1247667,26.2378597
"ANNANDALE-ON-HUDSON, NY, USA",-73.9095279,42.0218762
"LARNED, KS, USA",-99.098713,38.1805693
"DAYTON, OH, USA",-84.1916069,39.7589478
"SUFFERN, NY, USA",-74.1495889,41.1148179
"LONG BEACH, NY, USA",-73.657908,40.5884373
"PATERSON, NJ, USA",-74.171811,40.9167654
"WRIGHTSTOWN, NJ, USA",-74.6179344,40.0362241
"SOMERS, NY, USA",-73.7360175,41.2996305
"POCANTICO HILLS, NY, USA",-73.8359678,41.0945407
"FRANKLINTON, LA, USA",-90.153141,30.8471283
"RIVERDALE, NY, USA",-73.9109977,40.8940853
"JACKSONVILLE, GA, USA",-82.9790358,31.8126838
"GROTON, MA, USA",-71.5745152,42.6112018
"TROY, NY, USA",-73.6917851,42.7284117
"REISTERTOWN, MD, USA",-76.8294213,39.4695489
"LAWTON, OK, USA",-98.3959291,34.6035669
"PERTH AMBOY, NJ, USA",-74.2654234,40.5067723
"KALAMAZOO, MI, USA",-85.5872286,42.2917069
"CONCORD, CA, USA",-122.0310733,37.9779776
"WALPOLE, MA, USA",-71.2495096,42.1417442
"SPRING VALLEY, NY, USA",-74.0437521,41.1131514
"EUGENE, OR, USA",-123.0867536,44.0520691
"SHUBUTA, MS, USA",-88.6994851,31.8601554
"WOODVILLE, MS, USA",-91.2995551,31.104619
"MARION, OH, USA",-83.1285242,40.5886699
"SOUTH DEERFIELD, IL, USA",-87.8445119,42.1711365
"HOMER, LA, USA",-93.055718,32.7918133
"WAUWATOSA, WI, USA",-88.0075875,43.0494572
"WAUKEGAN, IL, USA",-87.8447938,42.3636331
"WAUKEGAN, WI, USA",-87.8447938,42.3636331
"HAYNEVILLE, AL, USA",-86.5802533,32.1840315
"GRADY, AR, USA",-91.7006845,34.0800997
"NORTHPORT, AL, USA",-87.5772293,33.229007
"FREEHOLD, NJ, USA",-74.3000878,40.2136754
"WINDSOR, NC, USA",-76.9460641,35.9984925
"GRENADA, MI, USA",-89.8084192,33.7690049
"CINCINNNATI, OH, USA",-84.5120196,39.1031182
"MAYS LANDING, NJ, USA",-74.7276626,39.4523385
"ORANGE, VA, USA",-78.1108342,38.2454106
"BREMERTON, WA, USA",-122.6269768,47.5650067
"DEWITT, AK, USA",-91.3378987,34.2928774
"DAVENPORT, IA, USA",-90.5776367,41.5236437
"ABIQUE, NM, USA",-106.3186397,36.207241
"AURORA, IL, USA",-88.3200715,41.7605849
", TX, USA",-99.9018131,31.9685988
"MORRIS COUNTY, NJ, USA",-74.5463282,40.8336038
"COOS BAY, OR, USA",-124.2178903,43.3665007
"CEDARVILLE, NJ, USA",-75.1996314,39.3326145
"GREENVALE, NY, USA",-73.6284614,40.8106558
"GRAND RAPIDS, MI, USA",-85.6680863,42.9633599
"LEXINGTON, VA, USA",-79.4428157,37.7840208
"PITTSFIELD, MA, USA",-73.2453824,42.4500845
"LEAVENWORTH, KS, USA",-94.9224637,39.3111112
"NORTHRIDGE, CA, USA",-118.530123,34.2381251
"YONKERS, NY, USA",-73.8987469,40.9312099
", NJ, USA",-74.4056612,40.0583238
"SALEM, NJ, USA",-75.4671423,39.5717796
"FLEMINGTON, NJ, USA",-74.8593318,40.5123258
"TERRE HAUTE, IN, USA",-87.4139092,39.4667034
"WASHINGTON, MD, USA",-77.719993,39.641762
"UNION BEACH, NJ, USA",-74.1781988,40.4464962
"HANOVER, NH, USA",-72.2895526,43.7022451
"PAHAQUARRY TOWNSHIP, NJ, USA",-75.1287892,40.9850953
"RIO GRANDE CITY, TX, USA",-98.8203046,26.3797874
"WINONA, MN, USA",-91.6663523,44.0553908
", WA, USA",-120.7401385,47.7510741
"HASTON, TX, USA",-95.3698028,29.7604267
"PLATTEVILLE, WI, USA",-90.4784621,42.73416
"LUNENBURG, VA, USA",-78.2660275,36.9612967
"ATLANTIC CITY, GA, USA",-74.4229266,39.3642834
"WARREN, MI, USA",-83.0146526,42.5144566
"SENATOBIA, MS, USA",-89.9687011,34.6176032
"DURANT, MI, USA",-83.984684,42.9119753
"PICKENS, MI, USA",-89.9714731,32.8837433
"LEXINGTON, MA, USA",-71.2289641,42.4430372
"YOUNGSTOWN, OH, USA",-80.6495194,41.0997803
"SAGINAW, MI, USA",-83.9508068,43.4194699
"HAMILTON, OH, USA",-84.5613355,39.3995008
"ELGIN, IL, USA",-88.2825668,42.0354084
"NEW CASTLE, PA, USA",-80.347009,41.0036719
"WICHITA, KS, USA",-97.330053,37.6871761
"RIVIERA BEACH, FL, USA",-80.0580969,26.7753405
"PONTIAC, MI, USA",-83.2910468,42.6389216
"ALBION, MI, USA",-84.7530304,42.243097
"FLINT, MI, USA",-83.6874562,43.0125274
"PEEKSKILL, NY, USA",-73.9204158,41.2900939
"LEVITTOWN, NY, USA",-73.5142921,40.7259336
"NEW BRITAIN, CT, USA",-72.7795419,41.6612104
"NASHVILLE, KY, USA",-86.7029371,36.3218609
"GREAT BEND, KS, USA",-98.7648073,38.3644567
"ALBANY, LA, USA",-90.5823138,30.5043578
"HOLDEN, LA, USA",-90.6694787,30.5039849
"SATSUMA, LA, USA",-90.8023149,30.502285
"DENHAM SPRINGS, LA, USA",-90.9562125,30.4868564
"WADESBORO, NC, USA",-80.0767266,34.9682097
"CULPEPPER, VA, USA",-77.9962512,38.4729632
"MAYWOOD, IL, USA",-87.8431155,41.8791979
"COLDWATER, MI, USA",-85.0005215,41.9403263
"GREENFIELD, IN, USA",-85.7694226,39.785043
"WILLIAMSTOWN, MA, USA",-73.2036898,42.7120196
"NORTH HAMPTON, MA, USA",-72.6412013,42.3250896
"ONEONTA, NY, USA",-75.0637746,42.4528571
"CHAMPAIGN, IL, USA",-88.2433829,40.1164204
"NEWTON, MA, USA",-71.2092214,42.3370413
"CHESTER, WV, USA",-80.5628478,40.6131203
"GRAMBLING, LA, USA",-92.7140402,32.5276503
"WILBERFORCE, OH, USA",-83.8777063,39.716171
"NEWARK, DE, USA",-75.7496572,39.6837226
"MADISON, IL, USA",-90.1570536,38.6825502
"APPALACHIAN MOUNTAINS, KY, USA",-84.2700179,37.8393332
"WORCESTER, MA, USA",-71.8022934,42.2625932
"BEREA, KY, USA",-84.2963223,37.568694
"NORCO, CA, USA",-117.548661,33.9311257
"PARMA, OH, USA",-81.7229086,41.4047742
"BEDFORD HILLS, NY, USA",-73.7008551,41.2362191
"ORONO, ME, USA",-68.6719411,44.8831125
"SOCIAL CIRCLE, GA, USA",-83.718231,33.656228
"WELLESLEY, MA, USA",-71.2923877,42.296797
"CARBONDALE, IL, USA",-89.2167501,37.7272727
"HAMILTON, NY, USA",-75.5446238,42.8270136
"NEWTON, IA, USA",-93.0573533,41.7033177
"GREENVILLE, NC, USA",-77.3663538,35.612661
"BRASELTON, GA, USA",-83.7626729,34.1092735
"GREENBURGH, NY, USA",-73.8654295,41.0339576
"GAINESVILLE, FL, USA",-82.3248262,29.6516344
"STONY BROOK, NY, USA",-73.1409429,40.9256538
"LUBBOCK, TX, USA",-101.8551665,33.5778631
"WICHITA FALLS, KS, USA",-98.4933873,33.9137085
"MIDLAND, TX, USA",-102.0779146,31.9973456
"HOGANSBURG, NY, USA",-74.6667878,44.9743028
"NEW CITY, NY, USA",-73.989306,41.1475954
"KENT, OH, USA",-81.3578859,41.1536674
"OLEAN, NY, USA",-78.429927,42.083639
"MONTPELIER, VT, USA",-72.5753869,44.2600593
"CAMDEN, NJ, USA",-75.1196199,39.9259463
"CHEYNEY, PA, USA",-75.5254286,39.933506
"NEWARK, NY, USA",-77.0952516,43.0467301
"STATEN ISLAND, NY, USA",-74.1502007,40.5795317
"MARKS, MI, USA",-90.2720375,34.2565
"FAYETTEVILLE, AR, USA",-94.1718542,36.082156
"SALISBURY, MD, USA",-75.5993692,38.3606736
"LAS VEGAS, NE, USA",-115.1398296,36.1699412
"WOODBOURNE, NY, USA",-74.5940484,41.759814
"UPPSALA, NY, USA",17.6300093,59.8509005
"CLEVELAND, IN, USA",-81.6943605,41.49932
"QUAKERTOWN, PA, USA",-75.3415667,40.4417682
"RIKERS ISLAND, NY, USA",-73.88601,40.7931277
"ASPEN, CO, USA",-106.8175387,39.1910983
"BELVIDERE, NJ, USA",-75.0776747,40.82982
"MANHATTAN, KS, USA",-96.5716694,39.1836082
"VOLUNTOWN, CT, USA",-71.8683346,41.5725461
"SAINT LOUIS, MS, USA",-89.3300461,30.3088076
"SAINT LOUIS, MI, USA",-84.6066704,43.4083637
", AL, USA",-86.902298,32.3182314
"CHESTERFIELD COUNTY, SC, USA",-80.1428584,34.6830936
"STATEWIDE, SC, USA",-82.3940104,34.8526176
"HARNETT COUNTY, NC, USA",-78.8835548,35.3578648
"DECATUR, IA, USA",-93.8248241,40.8146492
"SAINT JOSEPH, MI, USA",-86.4895463,42.0938577
"CHERAW, SC, USA",-79.8833971,34.6976564
"TITUSVILLE, FL, USA",-80.8075537,28.6122187
"WELFARE ISLAND, NY, USA",-73.9499426,40.7621302
"SARASOTA, FL, USA",-82.5306527,27.3364347
"CANTON, OH, USA",-81.378447,40.7989473
"TOWSON, MA, USA",-76.6019125,39.4014955
"PHILADELPHIA, VA, USA",-75.1999351,39.9483365
"EL PASO, TX, USA",-106.4850217,31.7618778
"MOUNT VERNON, IA, USA",-91.4168371,41.9219522
"MOLINE, IL, USA",-90.5151342,41.5067003
"LANCASTER, NY, USA",-78.6341996,42.8982361
"HILLSBOROUGH, NC, USA",-79.0997347,36.0754183
"SWAN QUARTER, NC, USA",-76.3289376,35.4062391
"UNKNOWN, CT, USA",-77.3622234,37.4678317
"CLAREMONT, CA, USA",-117.7197785,34.0966764
"OCEAN HILL, NY, USA",-73.9107909,40.6753136
"OSHKOSH, WI, USA",-88.5426136,44.0247062
"SAINT LOUIS, WA, USA",-90.1994042,38.6270025
"MARQUETTE, MI, USA",-87.3955954,46.5475825
"SYLVESTER, GA, USA",-83.8354542,31.5307349
"PIKEVILLE, KY, USA",-82.5187629,37.4792672
"MATEO, CA, USA",-122.3255254,37.5629917
"MASSENA, NY, USA",-74.891865,44.9281049
"FORT DEVENS, MA, USA",-71.6139348,42.5455027
"BUFFALO, CA, USA",-120.8472625,38.9082104
"BAYONNE, NJ, USA",-74.1143091,40.6687141
"PRINCETON, WV, USA",-81.1025918,37.3662293
"ITTA BENA, MS, USA",-90.3198067,33.49512
"ROCKY MOUNT, NC, USA",-77.7905339,35.9382103
"FARMINGDALE, NY, USA",-73.4454009,40.7325997
"GRINNELL, IA, USA",-92.7232456,41.7434092
"YPSILANTI, MI, USA",-83.6129939,42.2411499
"LELAND, MI, USA",-85.7601797,45.0229612
"WASHINGTON, VA, USA",-78.1590813,38.7134301
"BINGHAMTON, NY, USA",-75.9179738,42.0986867
"CAMBRIDGE, MS, USA",-71.1097335,42.3736158
"BRIARCLIFF, NY, USA",-73.840231,41.1402322
"TRENTON, NY, USA",-75.2245693,43.228708
"NEW MILFORD, NJ, USA",-74.0190281,40.9350986
"POTSDAM, NY, USA",-74.9813084,44.6697805
"MIDDLETOWN, NY, USA",-74.4229341,41.4459271
"CLAIRTON, PA, USA",-79.881715,40.292292
"PRAIRIE VIEW, TX, USA",-95.9877339,30.0932737
"DEL RIO, TX, USA",-100.8958674,29.3708857
"ASHEVILLE, NC, USA",-82.5514869,35.5950581
"VILLANOVA, PA, USA",-75.3491813,40.0375832
"RACINE, WI, USA",-87.7828523,42.7261309
"FORT JACKSON, SC, USA",-80.9280915,34.0184023
"FREEPORT, NY, USA",-73.5831835,40.6576022
"HANOVER, NY, USA",-79.1322744,42.4832091
"LAFAYETTE, NY, USA",-76.1125902,42.9119147
"MASTIC BEACH, NY, USA",-72.8520476,40.7667655
"CARNARSIE, NY, USA",-73.9060579,40.6402325
"MAHWAH, NJ, USA",-74.1435843,41.0886216
"WAYNE, NJ, USA",-74.2765441,40.9253725
"MIDLAND, MI, USA",-84.2472116,43.6155825
"BRAWELEY, CA, USA",-115.530267,32.9786566
"ANDOVER, NY, USA",-77.8138553,42.1549074
"SANTA CRUZ, CA, USA",-122.0307963,36.9741171
"LANSING, KS, USA",-94.9002413,39.2486126
"NEWTOWN, CT, USA",-73.3035651,41.4141172
"RED BANK, NJ, USA",-74.0643065,40.3470543
", CT, USA",-73.087749,41.6032207
"JACKSONVILLE, NC, USA",-77.4302414,34.7540524
", PA, USA",-77.1945247,41.2033216
"BEAR MOUNTAIN, NY, USA",-73.9886424,41.3132651
"SAN CLEMENTE, CA, USA",-117.6126004,33.4273521
"WHEATLEY, AR, USA",-91.1101221,34.9128719
"FORREST CITY, AR, USA",-90.7898342,35.0081474
"LARCHMONT, NY, USA",-73.7517983,40.9278769
"GRAND VALLEY, CO, USA",-108.5506486,39.0638705
"PORT WASHINGTON, WI, USA",-87.875644,43.3872247
"TUCSON, AZ, USA",-110.926479,32.2217429
"BELLPORT, NY, USA",-72.9392727,40.7570429
"FORDHAM, NY, USA",-73.8856987,40.8620404
"NEW KINGSTON, RI, USA",-71.4536835,41.5568315
"TACOMA, WA, USA",-122.4442906,47.2528768
"LARAMIE, WY, USA",-105.5911007,41.3113669
"LONG BRANCH, NJ, USA",-73.9923596,40.3042778
"STATE COLLEGE, PA, USA",-77.8600012,40.7933949
"FLATBUSH, NY, USA",-73.9624327,40.6409217
"AUGUSTA, ME, USA",-69.7794897,44.3106241
"TULSA, OK, USA",-95.992775,36.1539816
"CEDAR RAPIDS, IA, USA",-91.6656232,41.9778795
"CHARLOTESVILLE, VA, USA",-78.4766781,38.0293059
"PELL CITY, AL, USA",-86.2860888,33.5862149
"SAN JUAN, NA, USA",-73.8687938,40.7493973
"SOUTH DARTMOUTH, MA, USA",-70.9431633,41.591251
", IL, USA",-89.3985283,40.6331249
"ARMONK, NY, USA",-73.7140195,41.1264849
"GREENEVILLE, TN, USA",-82.8309861,36.1631574
"PURCHASE, NY, USA",-73.7144477,41.0400135
"OCEANSIDE, CA, USA",-117.3794834,33.1958696
"WHITEWATER, WI, USA",-88.7323272,42.8336205
"CRYSTAL CITY, TX, USA",-99.8281104,28.6774795
"PETAL, MS, USA",-89.2600605,31.3465627
", GA, USA",-82.9000751,32.1656221
", LA, USA",-118.2436849,34.0522342
"SOUTH HADLEY, MA, USA",-72.5747934,42.2591729
"LAMAR, SC, USA",-80.062568,34.1687661
"WATERVILLE, ME, USA",-69.6317121,44.5520105
"MISSOULA, MT, USA",-113.996586,46.8787176
"PORTLAND, ME, USA",-70.2553259,43.661471
"LAKE OZARK, MO, USA",-92.8103551,38.1380003
"UNKNOWN, WV, USA",-77.0721696,38.876392
"RIVER FOREST, IL, USA",-87.8139483,41.8978091
"PERRY, GA, USA",-83.7315723,32.4582065
"COLLEGE PARK, MD, USA",-76.93776,38.9896967
"ATHENS, OH, USA",-82.1012554,39.3292396
"UNKNOWN, IL, USA",-87.9466708,41.8991832
"STATEWIDE, MS, USA",-88.8240552,33.4535721
"LAKE PROVIDENCE, LA, USA",-91.170109,32.8042966
"OPA-LOCKA, FL, USA",-80.2503271,25.9023168
"HARTSDALE, NY, USA",-73.7981884,41.0189863
"JACKSON, GA, USA",-83.9660209,33.2945651
"TEMPE, AZ, USA",-111.9400054,33.4255104
"MOUNT HOLYOKE, MA, USA",-72.5878667,42.3009238
"ALCATRAZ, CA, USA",-122.4229555,37.8269775
"STARKVILLE, MI, USA",-88.8183872,33.4503998
"GENEVA, NY, USA",-76.985557,42.8679836
"ISLA VISTA, CA, USA",-119.8609718,34.4133292
"BARDENTOWN, NJ, USA",-74.7118264,40.1462213
"HOBOKEN, NJ, USA",-74.0323626,40.7439905
"NEW YORK, NE, USA",-74.0055245,40.7134248
"MICHIGAN CITY, IN, USA",-86.8950297,41.7075394
"HIGHLAND PARK, MI, USA",-83.096868,42.4055925
"COINWALL, NY, USA",-74.0353681,41.4343383
"PUTNAM VALLEY, NY, USA",-73.8491353,41.3423559
"HAGERSTOWN, MD, USA",-77.7199932,39.6417629
"LONGVIEW, TX, USA",-94.7404891,32.5007037
"ANAHEIM, CA, USA",-117.9143012,33.8365932
"SALINAS, CA, USA",-121.6555013,36.6777372
"ATTICA, NY, USA",-78.2703951,42.8226861
"CAMP PENDLETON, CA, USA",-117.3205123,33.3178416
"LOCKPORT, NY, USA",-78.6903098,43.1706128
"BARABOO, WI, USA",-89.7442906,43.4710944
"BERNARDSVILLE, NJ, USA",-74.569324,40.7187119
"VALLEY FORGE, PA, USA",-75.4690966,40.0989851
"LUMBERTON, NC, USA",-79.0086424,34.6182199
", MN, USA",-94.6858998,46.729553
"THIBODEAUX, LA, USA",-90.822871,29.7957633
"EASTON, PA, USA",-75.2207323,40.688432
"SUTTON, MT, USA",-74.8599593,39.9686254
"SAN RAPHAEL, CA, USA",-122.5310874,37.9735346
"MORRISTOWN, TN, USA",-83.2948922,36.2139814
"DARLINGTON, SC, USA",-79.8761741,34.2998762
"HUMBOLDT, TN, USA",-88.9158953,35.8197917
"LINCOLN, MN, USA",-95.0442722,45.0842891
"GLENCOE, NY, USA",-73.6337389,40.8623217
"FLUSHING, NJ, USA",-73.833079,40.7674987
"FORT PIERCE, FL, USA",-80.3256056,27.4467056
"RICHMOND, IN, USA",-84.8902382,39.8289369
"SAN JUAN, TX, USA",-98.1552872,26.1892409
"NORTH TARRYTOWN, NY, USA",-73.8587461,41.0762077
"NORTH ADAMS, MA, USA",-73.1087148,42.700915
"DEKALB, IL, USA",-88.7503647,41.9294736
"LONGVIEW, WA, USA",-122.9381672,46.1381676
"FORT BENNINGTON, GA, USA",-84.9552211,32.3530561
"HIGHSTOWN, NJ, USA",-74.5232089,40.2695538
"WILIMINGTON, OH, USA",-83.8285375,39.4453393
"RIVES JUNCTION, MI, USA",-84.4616334,42.3858695
"SWEDESBORO, NJ, USA",-75.3104654,39.7476136
"MCLEAN, VA, USA",-77.1772604,38.9338676
"NASSAU COUNTY, NY, USA",-73.5594128,40.6546145
"CEDERHURST, NY, USA",-73.7242983,40.6228819
"SANDY SPRINGS, GA, USA",-84.3733147,33.9304352
"DREW, MI, USA",-85.0275266,43.6630835
"BOURNE, MA, USA",-70.5989325,41.7412773
"FORT MEADE, MD, USA",-76.7267773,39.1137602
"KILLEEN, TX, USA",-97.7277959,31.1171194
"HILL CITY, SD, USA",-103.575193,43.9324855
"BEVERLY HILLS, CA, USA",-118.4003563,34.0736204
"NEWPORT, RI, USA",-71.3128285,41.4901024
"WISCASSET, MA, USA",-69.665583,44.0028921
"PALMDALE, CA, USA",-118.1164613,34.5794343
"YORKVILLE, NY, USA",-75.2709991,43.1128475
"MCCREA, LA, USA",-91.784096,30.869238
"CHESTNUT HILL, MA, USA",-71.166187,42.3303798
"BEDFORD, MA, USA",-71.2760089,42.4906231
"SUFFOLK, NY, USA",-72.6151169,40.9848784
"HOBSON CITY, AL, USA",-85.8441318,33.6214934
"BOISE, ID, USA",-116.2146068,43.6187102
"PUGALLUP, WA, USA",-122.2928974,47.1853785
"OLD LYME, CT, USA",-72.3289715,41.3159315
"SMYRNA, DE, USA",-75.6046494,39.2998339
"SHAWNEE, PA, USA",-75.1107332,41.0123174
"PEMBROKE, NC, USA",-79.1950373,34.6801626
"KANNAPOLIS, NC, USA",-80.6217341,35.4873613
"JONESBORO, GA, USA",-84.3538128,33.5215013
"AYDEN, NC, USA",-77.4155203,35.4726626
"BUTLER, AL, USA",-88.2219652,32.0895908
"JEFFERSON, AL, USA",-86.810488,33.517386
"PERRY COUNTY, AL, USA",-87.3016132,32.598888
"PASCO, WA, USA",-119.1005657,46.2395793
"WILLARD, NY, USA",-76.8685616,42.6820889
"IRVINGTON, NJ, USA",-74.2286435,40.7263249
"WINDSOR, VT, USA",-72.3865679,43.4799996
"CHAPPAQUA, NY, USA",-73.764855,41.1595399
"SANDSTONE, MN, USA",-92.8674231,46.1310598
"NEW BEDFORD, MA, USA",-70.934205,41.6362152
"ALAMEDA, CA, USA",-122.2416355,37.7652065
"LYNN, MA, USA",-70.9494938,42.466763
